run_id,fold,validauc,validacc,timestamp,best_epoch,model_save_path
5r7l398f,0,0.9241783135086638,0.8665815861440291,1735074090.1635735,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_1_0.001_1_1_[3, 5]_4969e06e-a2b5-4d6b-a9bf-ea75f588c03a/"
rxrvrw7x,4,0.9251851929685656,0.8763868576810285,1735074100.1731942,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_2_0.001_1_1_[3, 5]_de3641c7-2906-4ec3-ab25-878bd3ef8f8d/"
ud2y4nw7,2,0.9261315565136896,0.8731020263258507,1735074131.9999871,30,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_4_1_0.0001_1_1_[3, 5]_e4add0b3-ba07-4e1c-9c4a-68f9c38d9e37/"
5pdqb81a,0,0.9239144159699396,0.867213612883622,1735074015.6334443,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_1_0.0001_1_1_[3, 5]_971e54f9-cc74-4c53-8d9c-e5051e79a32d/"
1m3xh24g,2,0.9253228246962102,0.8712996340597521,1735073938.4832752,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_cc8175ed-ae15-4b5c-b4fd-bcb137a91b0b/"
yxsc4att,4,0.925767533633992,0.8780254362524024,1735074004.5403392,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_4_0.3_128_256_4_1_0.0001_1_1_[3, 5]_f69d690e-0723-4fa8-b49e-cc633fb41383/"
0ze1zd4r,1,0.9193224221226732,0.8617469327961912,1735074566.685403,195,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_1_0.3_128_256_4_1_1e-05_1_1_[3, 5]_02ee95bf-9a6f-4ed5-ada4-62c382934d6a/"
ynao9ben,4,0.9246894848178012,0.8767084478679337,1735073846.284159,4,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_8_1_0.001_1_1_[3, 5]_5ce04985-9d20-42b3-a4ae-387bef79a60c/"
0r8f6fxe,2,0.9248418546662522,0.8701663116500082,1735073839.8481472,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_9b2efe5e-d23a-43a9-9776-1c4d78af8e80/"
puprfi1p,4,0.9262918603144404,0.8775660216996807,1735073769.993153,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_722563d7-2424-485c-aedd-c25f9251f19d/"
